Latitude,Longitude,Score
34.3209,-118.2247,0.0667984429541032
41.8401,-87.8168,0.1623224636643585
29.8577,-95.3936,0.18988492647305444
33.349,-112.4915,0.10599335311236623
33.0343,-116.735,0.06754786566133272
33.7031,-117.7609,0.06084054019250967
25.615,-80.5623,0.16928040525653498
32.7666,-96.7778,0.19297768765235856
33.7436,-115.9938,0.0715761792285852
47.4902,-121.8052,0.1027330883877073
36.2152,-115.0135,0.12519631686090657
34.8414,-116.1784,0.07232278291467396
32.7719,-97.2911,0.1934861125847082
29.4489,-98.52,0.18862521175102748
26.1523,-80.4871,0.16818698350336192
37.2318,-121.6951,0.05632549979361401
42.2819,-83.2822,0.2074576729235809
37.6469,-121.8888,0.0581482234804781
42.4856,-71.3918,0.1286478538336049
40.0077,-75.1339,0.21197790955062454
38.4493,-121.3443,0.070195151740235
40.8686,-72.8448,0.1201745693247255
26.6476,-80.4655,0.16793977647580954
27.9291,-82.3091,0.16911264255654915
28.5145,-81.3236,0.1676905563287971
40.7328,-73.5865,0.11607460789654593
39.9695,-83.0093,0.24698423313543702
42.6604,-83.3858,0.18419298177533597
45.0045,-93.477,0.10606412229516614
30.3344,-97.782,0.18046404325897536
41.4243,-81.6586,0.25089570106735554
40.4688,-79.9812,0.2032637254013815
40.6673,-111.9236,0.09568449591538669
37.9192,-121.9277,0.06105771648332203
38.8368,-77.277,0.14481956893913842
35.7903,-78.6503,0.2118117880202438
35.2467,-80.8328,0.21517107409085623
39.1363,-77.2042,0.16439025539413385
33.7903,-84.467,0.2409273249134667
33.188,-96.5724,0.1807697855728524
32.0974,-111.7899,0.10373109865794251
36.7582,-119.6493,0.07570700886794438
38.6407,-90.4434,0.22432062908534492
41.1624,-73.7561,0.1147881188490902
30.3316,-81.6708,0.1776617535345213
39.7817,-86.1385,0.24789622627810826
27.92,-82.7256,0.1756168305523488
38.8295,-76.8473,0.1710829941856027
41.271,-73.3893,0.14095378969004924
42.764,-78.7323,0.12917724663951866
33.9617,-84.0236,0.24284935038574001
43.0072,-87.9669,0.1518437983766348
41.852,-88.0856,0.15573168173616628
35.1842,-89.894,0.22553309531236346
47.0241,-122.1046,0.11646172365347908
35.3426,-118.7301,0.0802433480173382
41.8064,-72.7329,0.1453488681293728
33.2055,-97.1168,0.18282122959042488
42.6957,-82.9323,0.20172324525854113
37.7558,-122.4449,0.05658768204027083
26.3969,-98.1812,0.19676388473904582
41.4106,-72.9321,0.1497456888953586
31.7686,-106.2348,0.18599507526020595
42.3514,-71.9077,0.13793220657640243
40.2108,-75.3673,0.19382512313253594
39.4627,-76.6393,0.17709495620870047
34.4561,-119.0836,0.06454169766578598
39.1955,-84.5428,0.2488901232536411
48.0475,-121.6975,0.10932672344499207
45.5468,-122.4148,0.10291254588420659
29.5275,-95.7709,0.18054436459313888
42.6732,-70.952,0.1360477950789933
42.3333,-71.0719,0.13673319913290477
35.5515,-97.4072,0.20292879915631257
38.1872,-85.6591,0.3343000469404981
37.9348,-121.2714,0.07219942111692182
33.9415,-84.5767,0.24005834593936007
37.4229,-122.329,0.056257408365499834
33.7715,-84.2264,0.24386172095277361
43.1464,-77.6961,0.12409964047537396
26.5779,-81.8337,0.17272116458532585
38.8321,-104.5254,0.1214024250792371
42.1605,-71.2115,0.1292793993353665
42.3233,-88.0037,0.15840769484634373
39.0085,-94.3461,0.23121205133663872
27.9489,-81.6976,0.18391207730374004
36.1695,-86.7847,0.21883506151149917
39.762,-104.8758,0.11699868595292379
41.445,-87.9786,0.16303429949617187
35.0514,-106.6702,0.181851871971847
33.5543,-86.8964,0.29226006732124993
36.1211,-95.9415,0.20406146675012052
41.8721,-71.58,0.1225371725493091
43.0322,-85.5493,0.19254393730705271
39.6498,-104.3393,0.1156591563123732
40.1199,-111.6703,0.09410871141787132
40.337,-75.1069,0.19731842857539053
30.3002,-95.503,0.1919266405977066
38.8838,-94.8223,0.14242290852574904
28.2937,-80.7323,0.1749392446507108
45.56,-123.0984,0.09784551107376616
39.3051,-76.6144,0.19011968977956573
30.6475,-97.6004,0.18315982323381458
39.0065,-76.6051,0.1739706292715971
39.5864,-105.2505,0.11476990833794246
41.2953,-96.1543,0.12220848777261009
41.7972,-71.1144,0.14886028097739673
39.9167,-75.3991,0.20149341449981154
39.5768,-75.6527,0.13628349856091695
43.0673,-89.4181,0.13833937369162183
28.3091,-82.3932,0.17891581348673283
37.5591,-120.9977,0.07584627172208293
40.0424,-76.2477,0.2088400459402365
45.0171,-93.0996,0.1120336090934503
29.0584,-81.1819,0.1775981839794774
41.126,-81.5322,0.2512997201259252
36.0795,-79.7889,0.22276174496290468
39.7547,-84.2907,0.2590498779500432
39.9731,-75.7484,0.1933773031872505
47.6207,-117.404,0.11961707435939016
41.9512,-70.8114,0.13760376757540946
37.6848,-97.461,0.15819464872463904
34.8941,-82.3706,0.2514772231715403
41.9388,-88.4286,0.16336865546773008
39.8736,-104.3379,0.12121890985376244
45.7792,-122.4825,0.11338178218794003
41.4167,-87.3821,0.24518362848712572
38.5289,-122.8881,0.06556383804008394
41.6854,-93.5734,0.1500976665137552
43.4511,-116.2412,0.11448376501563942
40.6655,-119.6643,0.11994927042827579
38.7029,-77.4809,0.15425081740971733
35.9932,-83.9371,0.2228768412088116
43.0058,-76.1946,0.12896521131927874
36.2202,-118.8005,0.08244839871947593
28.717,-81.2363,0.163383596752344
42.1351,-72.6316,0.1473968516170373
36.7335,-76.0435,0.15861582883528022
30.5383,-91.0956,0.3506595793446187
39.92,-76.7265,0.21147937235575906
38.27,-121.9329,0.06569217253311478
34.6729,-120.0169,0.06804160242534227
29.7872,-90.1274,0.35362559060128856
36.2171,-121.2388,0.0707938913254968
44.6719,-93.0654,0.10564415571675577
41.6197,-83.6588,0.2603780935636405
27.1845,-82.3315,0.1689214194851258
40.4163,-75.926,0.20889203429523992
32.9044,-111.3448,0.11176380638983151
26.1333,-97.5182,0.1987979309780673
42.9153,-71.7161,0.1394182702821852
45.188,-122.2209,0.10014614841466443
34.0218,-80.9031,0.2501432845036234
30.7872,-88.2058,0.29959576391651876
39.0907,-77.6357,0.14430593037343056
43.0217,-83.7067,0.20949120043710615
43.0182,-88.3045,0.13753234588863297
32.8346,-79.9531,0.24790891338007015
38.782,-90.6749,0.22378006733648242
39.0634,-120.7177,0.06263555195198882
41.4022,-74.3056,0.12336046617724146
34.77,-92.312,0.25757105192734087
27.4719,-82.3153,0.17485005191174963
39.4386,-84.5756,0.252552438013752
30.0687,-89.9288,0.35426185973021895
34.7631,-86.5502,0.2833982461472383
41.0909,-85.0666,0.24878490947287757
36.1306,-80.2563,0.22457382254795982
43.9386,-122.848,0.11328155280846822
28.0627,-81.1494,0.17152455753462476
28.7615,-81.7113,0.17572589447488074
40.8139,-81.3656,0.2560605575174122
26.1108,-81.3475,0.16735168683462376
40.6127,-75.5923,0.2049654731267103
42.2532,-83.8388,0.18473691887567792
29.2102,-82.0567,0.18280919330129383
29.1897,-95.4521,0.18745829962694194
31.0373,-97.4788,0.192622109462306
35.1808,-85.1648,0.2221711351258974
45.2733,-93.2465,0.11187797139107135
37.3785,-77.587,0.1602251333415273
40.99,-112.1115,0.09189300921269782
40.3109,-79.4668,0.20834331980415685
40.6664,-105.4612,0.11896713682210411
27.7254,-97.6134,0.1932765678735328
39.3297,-104.9296,0.10948973879478174
29.3945,-94.9635,0.19409604254509213
33.9214,-78.9966,0.262716475861851
44.9033,-122.5845,0.11252386693840624
40.0725,-86.052,0.22635217093695978
41.1525,-74.0242,0.12269687522935692
35.8427,-86.4168,0.21935826739641137
35.0487,-78.8277,0.2284401252319913
37.538,-77.4058,0.15752461339952137
39.2507,-76.9312,0.16227019298649403
40.0925,-105.3577,0.11395481082171399
41.177,-75.9892,0.2134859879536621
27.3773,-80.472,0.17670177725966152
34.9309,-81.9908,0.25902950663979374
40.5548,-104.3925,0.12224541444255782
38.0423,-84.4587,0.329044584836042
40.7842,-96.6878,0.11996006514569313
36.036,-78.8766,0.21629203109611156
30.669,-87.363,0.18002231692766435
42.6002,-73.9736,0.12154440333292163
42.9875,-71.1254,0.13391515307517396
41.2957,-82.151,0.25445642443905797
40.7542,-75.3076,0.20490792042412756
42.3244,-88.4523,0.1624522641622487
33.6102,-101.8205,0.19805121536954107
38.6359,-90.2451,0.23496631828127312
43.8465,-70.399,0.10735676805876729
37.258,-93.342,0.23947847433419966
41.7652,-73.7429,0.12196215130234479
32.0043,-81.1329,0.25083205027824224
33.5419,-84.3577,0.2555430337970467
42.9598,-85.9961,0.1906403097321527
35.2031,-97.3265,0.20161855697675887
33.9023,-81.2722,0.2562627522696195
30.458,-84.2779,0.17743372548010675
46.9258,-122.8332,0.11062017203680054
42.5971,-84.3735,0.19690527039217548
42.3363,-89.1609,0.17745456443216776
40.4154,-76.7795,0.20748625857071393
35.3871,-120.4044,0.06870486900573948
37.1919,-120.7177,0.07792323908666692
36.3387,-94.2561,0.2520326948120197
34.9748,-81.1845,0.2504243725557987
29.6747,-82.3577,0.17597830177457138
47.613,-122.6716,0.11056955379648765
37.0562,-122.0018,0.06714764197971479
41.6167,-86.2899,0.24912833607032897
41.9925,-80.0327,0.21512038658127228
41.4867,-72.1014,0.15054861403542424
39.4722,-77.398,0.17362825274946012
44.4525,-88.0037,0.148649017798253
35.6112,-82.5301,0.22170377511724393
27.7611,-99.3315,0.19830350068797326
38.8297,-89.9049,0.1734031900913993
29.9016,-81.4407,0.16542366227873104
45.0388,-92.8838,0.10477605551442228
30.4102,-89.9583,0.35123290526895273
38.0735,-122.7235,0.05789806635103564
34.244,-84.4763,0.2434750633597779
42.2455,-85.5312,0.19430473423501296
41.2698,-111.9134,0.09822802490629093
39.5611,-76.3171,0.17677224147040288
38.4703,-89.9284,0.17464522094954876
31.5524,-97.2018,0.20184315699717467
40.1636,-77.2655,0.2022967375254932
29.8841,-94.1629,0.20030069658858246
46.4571,-120.7385,0.12586135387493202
39.3105,-94.4209,0.22122539399000074
36.6778,-76.3024,0.1621050901218927
34.2255,-84.1251,0.23579102653440334
35.9791,-94.2156,0.26041429619079876
35.8938,-86.8987,0.20284571780391947
30.2068,-92.0639,0.35620952264772565
32.5806,-93.8823,0.3646806016402302
39.4277,-84.1668,0.24135737789635472
36.8945,-76.259,0.16984276225613174
33.453,-84.1542,0.24717637309430576
38.8786,-77.1011,0.14353841985457463
34.9884,-80.5307,0.2200974042612417
